Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
0;0;0;600;10;2;30;1065168;1726184033828423034
1;0;0;600;10;2;30;696406;1726184033838441756
2;0;0;600;10;2;30;978210;1726184033848437613
3;0;0;600;10;2;30;219264;1726184033858371115
4;0;0;600;10;2;30;180733;1726184033868396191
5;0;0;600;10;2;30;177052;1726184033878396093
6;0;0;600;10;2;30;192550;1726184033888370903
7;0;0;600;10;2;30;179409;1726184033898393284
8;0;0;600;10;2;30;176524;1726184033908395784
9;0;0;600;10;2;30;172539;1726184033918395638
10;0;0;600;10;2;30;169504;1726184033928395062
11;0;0;600;10;2;30;178635;1726184033938396376
12;0;0;600;10;2;30;177046;1726184033948396534
13;0;0;600;10;2;30;190788;1726184033958335365
14;0;0;600;10;2;30;175726;1726184033968393630
15;0;0;600;10;2;30;174265;1726184033978395454
16;0;0;600;10;2;30;186289;1726184033988390496
17;0;0;600;10;2;30;169449;1726184033998396686
18;0;0;600;10;2;30;163489;1726184034008396717
19;0;0;600;10;2;30;174928;1726184034018396036
20;0;0;600;10;2;30;450540;1726184034028396989
21;0;0;600;10;2;30;174830;1726184034038397526
22;0;0;600;10;2;30;169878;1726184034048394480
23;0;0;600;10;2;30;166397;1726184034058397668
24;0;0;600;10;2;30;159103;1726184034068398361
25;0;0;600;10;2;30;172861;1726184034078397805
26;0;0;600;10;2;30;176805;1726184034088397314
27;0;0;600;10;2;30;171156;1726184034098400607
28;0;0;600;10;2;30;171772;1726184034108396934
29;0;0;600;10;2;30;172296;1726184034118397888
30;0;0;600;10;2;30;175073;1726184034128398166
31;0;0;600;10;2;30;169895;1726184034138399868
32;0;0;600;10;2;30;194907;1726184034148405886
33;0;0;600;10;2;30;193494;1726184034158405354
34;0;0;600;10;2;30;194919;1726184034168404396
35;0;0;600;10;2;30;195752;1726184034178406730
36;0;0;600;10;2;30;204399;1726184034188404698
37;0;0;600;10;2;30;189623;1726184034198404496
38;0;0;600;10;2;30;192434;1726184034208404238
39;0;0;600;10;2;30;193763;1726184034218405231
40;0;0;600;10;2;30;195785;1726184034228405838
41;0;0;600;10;2;30;193584;1726184034238404618
42;0;0;600;10;2;30;190106;1726184034248404785
43;0;0;600;10;2;30;193300;1726184034258405174
44;0;0;600;10;2;30;193803;1726184034268408472
45;0;0;600;10;2;30;191526;1726184034278404844
46;0;0;600;10;2;30;206692;1726184034288407561
47;0;0;600;10;2;30;192182;1726184034298405067
48;0;0;600;10;2;30;191758;1726184034308402235
49;0;0;600;10;2;30;194869;1726184034318404533
50;0;0;600;10;2;30;193851;1726184034328403560
51;0;0;600;10;2;30;192628;1726184034338404838
52;0;0;600;10;2;30;192780;1726184034348403327
53;0;0;600;10;2;30;193399;1726184034358404640
54;0;0;600;10;2;30;192392;1726184034368405017
55;0;0;600;10;2;30;195883;1726184034378407141
